"log2FoldChange","AveExpr","t","pvalue","padj","identifier","value","up_down","gene","tax_id","GeneID","LocusTag","chromosome","map_location","description","type","Symbol_autho","name","status","other"
-7.73178270873095,6.80018398339644,-4.33385463586643,8.969347876136e-06,0.000126566374704863,"ENSG00000132361",-7.73178270873095,"down","CLUH",9606,23277,"NULL","17","17p13.3","clustered mitochondria (cluA/CLU1) homolog","protein-coding","CLUH","clustered mitochondria (cluA/CLU1) homolog","O","clustered mitochondria protein homolog"
-7.7285495329407,7.58919338108075,-4.96629845308554,4.77360502129298e-07,1.09124864477016e-05,"ENSG00000175215",-7.7285495329407,"down","CTDSP2",9606,10106,"NULL","12","12q14.1","CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 2","protein-coding","CTDSP2","CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 2","O","NLI-interacting factor 2|carboxy-termina"
-7.72846503817867,5.94474423125441,-6.30930996171627,3.22195264740918e-10,2.17684230044459e-08,"ENSG00000136436",-7.72846503817867,"down","CALCOCO2",9606,10241,"NULL","17","17q21.32","calcium binding and coiled-coil domain 2","protein-coding","CALCOCO2","calcium binding and coiled-coil domain 2","O","antigen nuclear dot 52 kDa protein|calci"
-7.72794492469479,2.92853230512365,-4.00405306739998,3.62895869826226e-05,0.00041096882423629,"ENSG00000165813",-7.72794492469479,"down","CCDC186",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-7.72784828980904,-0.739663248942884,-3.90182933202776,5.49480307033861e-05,0.000581448841502128,"ENSG00000085465",-7.72784828980904,"down","OVGP1",9606,5016,"NULL","1","1p13","oviductal glycoprotein 1, 120kDa","protein-coding","OVGP1","oviductal glycoprotein 1, 120kDa","O","estrogen-dependent oviduct protein|mucin"
-7.72446551796618,3.77381496097108,-4.43416660736985,5.75859070377043e-06,8.73741725300477e-05,"ENSG00000180667",-7.72446551796618,"down","YOD1",9606,55432,"RP11-164O23.1","1","1q32.2","YOD1 OTU deubiquinating enzyme 1 homolog (S. cerevisiae)","protein-coding","YOD1","YOD1 OTU deubiquinating enzyme 1 homolog (S. cerevisiae)","O","DUBA-8|HIN-7|HIV-1-induced protease 7|OT"
-7.72171958094325,6.66404144611797,-4.57384857999287,3.06401220787882e-06,5.15845342942886e-05,"ENSG00000196914",-7.72171958094325,"down","ARHGEF12",9606,23365,"NULL","11","11q23.3","Rho guanine nucleotide exchange factor (GEF) 12","protein-coding","ARHGEF12","Rho guanine nucleotide exchange factor (GEF) 12","O","leukemia-associated RhoGEF|leukemia-asso"
-7.71645514345851,7.39091269944032,-5.59670264689527,1.8519720005765e-08,6.98794522849107e-07,"ENSG00000175390",-7.71645514345851,"down","EIF3F",9606,8665,"NULL","11","11p15.4","eukaryotic translation initiation factor 3, subunit F","protein-coding","EIF3F","eukaryotic translation initiation factor 3, subunit F","O","deubiquitinating enzyme eIF3f|eIF-3-epsi"
-7.71548834515062,5.58893198033429,-4.44838517644132,5.40429694408983e-06,8.28755198039302e-05,"ENSG00000116977",-7.71548834515062,"down","LGALS8",9606,3964,"RP11-385F5.1","1","1q43","lectin, galactoside-binding, soluble, 8","protein-coding","LGALS8","lectin, galactoside-binding, soluble, 8","O","Po66 carbohydrate binding protein|galect"
-7.71386233320688,4.38877774149023,-4.04619479207359,3.05062124068513e-05,0.00035642138343523,"ENSG00000090776",-7.71386233320688,"down","EFNB1",9606,1947,"RP3-496G1.1","X","Xq12","ephrin-B1","protein-coding","EFNB1","ephrin-B1","O","EFL-3|ELK ligand|LERK-2|eph-related rece"
-7.71052225169753,8.58307332031662,-4.90737538955056,6.361942295272e-07,1.39266640117621e-05,"ENSG00000047849",-7.71052225169753,"down","MAP4",9606,4134,"NULL","3","3p21","microtubule-associated protein 4","protein-coding","MAP4","microtubule-associated protein 4","O","MAP-4"
-7.70496717145753,7.46373975175325,-4.40750936103092,6.48331921828161e-06,9.63315979876973e-05,"ENSG00000220842",-7.70496717145753,"down","RP11-572P18.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-7.70345433552921,5.3797756173849,-5.83963603730331,4.86451671936684e-09,2.19107001762895e-07,"ENSG00000105287",-7.70345433552921,"down","PRKD2",9606,25865,"HSPC187","19","19q13.3","protein kinase D2","protein-coding","PRKD2","protein kinase D2","O","serine/threonine-protein kinase D2"
-7.70137402980147,6.22761195980816,-4.78660763370884,1.13603924158253e-06,2.26584519211774e-05,"ENSG00000188186",-7.70137402980147,"down","LAMTOR4",9606,389541,"NULL","7","7q22.1","late endosomal/lysosomal adaptor, MAPK and MTOR activator 4","protein-coding","LAMTOR4","late endosomal/lysosomal adaptor, MAPK and MTOR activator 4","O","UPF0539 protein C7orf59|late endosomal/l"
-7.70007904059048,8.22960259615918,-8.42511787698966,2.1746604581337e-16,1.0204693047995e-13,"ENSG00000129351",-7.70007904059048,"down","ILF3",9606,3609,"NULL","19","19p13.2","interleukin enhancer binding factor 3, 90kDa","protein-coding","ILF3","interleukin enhancer binding factor 3, 90kDa","O","M-phase phosphoprotein 4|double-stranded"
-7.69894731802452,7.81888097307575,-4.53767123634497,3.61348825558735e-06,5.91379317618605e-05,"ENSG00000130723",-7.69894731802452,"down","PRRC2B",9606,84726,"RP11-334J6.1","9","9q34.13","proline-rich coiled-coil 2B","protein-coding","PRRC2B","proline-rich coiled-coil 2B","O","HLA-B associated transcript 2-like 1|HLA"
-7.69873222260823,1.67492399265838,-7.42319376172209,2.67558757505971e-13,4.78783448727571e-11,"ENSG00000171970",-7.69873222260823,"down","ZNF57",9606,126295,"NULL","19","19p13.3","zinc finger protein 57","protein-coding","ZNF57","zinc finger protein 57","O","zinc finger protein 424"
-7.69339693296505,1.2229845028356,-4.15651024879384,1.9231990607358e-05,0.000241536956489199,"ENSG00000225828",-7.69339693296505,"down","FAM229A",9606,100128071,"NULL","1","1p35.1","family with sequence similarity 229, member A","protein-coding","FAM229A","family with sequence similarity 229, member A","O","protein FAM229A"
-7.69322260672473,5.56964397288741,-6.53395364224387,8.28900605694389e-11,6.68534241636453e-09,"ENSG00000104365",-7.69322260672473,"down","IKBKB",9606,3551,"NULL","8","8p11.2","inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta","protein-coding","IKBKB","inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta","O","I-kappa-B kinase 2|I-kappa-B-kinase beta"
-7.68412097297127,6.94608889088861,-5.15226906587677,1.89250527232806e-07,5.01475036689065e-06,"ENSG00000142599",-7.68412097297127,"down","RERE",9606,473,"RP11-141M15.2","1","1p36.23","arginine-glutamic acid dipeptide (RE) repeats","protein-coding","RERE","arginine-glutamic acid dipeptide (RE) repeats","O","arginine-glutamic acid dipeptide repeats"
-7.68330851399059,5.20535513429276,-4.1220520591465,2.2236212759791e-05,0.000273023032881753,"ENSG00000172216",-7.68330851399059,"down","CEBPB",9606,1051,"PP9092","20","20q13.1","CCAAT/enhancer binding protein (C/EBP), beta","protein-coding","CEBPB","CCAAT/enhancer binding protein (C/EBP), beta","O","CCAAT/enhancer-binding protein beta|TCF-"
-7.67961447448455,6.8597834858112,-4.80001792406035,1.06582079451055e-06,2.14055928082054e-05,"ENSG00000266028",-7.67961447448455,"down","SRGAP2",9606,23380,"RP11-421E17.2","1","1q32.1","SLIT-ROBO Rho GTPase activating protein 2","protein-coding","SRGAP2","SLIT-ROBO Rho GTPase activating protein 2","O","SLIT-ROBO Rho GTPase-activating protein "
-7.6793063789218,3.57414318802182,-5.39170747735831,5.5178751627756e-08,1.78908090547833e-06,"ENSG00000175066",-7.6793063789218,"down","GK5",9606,256356,"NULL","3","3q23","glycerol kinase 5 (putative)","protein-coding","GK5","glycerol kinase 5 (putative)","O","ATP:glycerol 3-phosphotransferase 5|GK 5"
-7.67888867506868,5.33185067749389,-6.18379631780838,6.76638760676585e-10,4.10666673895346e-08,"ENSG00000127663",-7.67888867506868,"down","KDM4B",9606,23030,"NULL","19","19p13.3","lysine (K)-specific demethylase 4B","protein-coding","KDM4B","lysine (K)-specific demethylase 4B","O","jmjC domain-containing histone demethyla"
-7.67887463534512,5.35491238432528,-5.14120451818977,2.00117258370067e-07,5.27023094007455e-06,"ENSG00000103168",-7.67887463534512,"down","TAF1C",9606,9013,"NULL","16","16q24","TATA box binding protein (TBP)-associated factor, RNA polymerase I, C, 110kDa","protein-coding","TAF1C","TATA box binding protein (TBP)-associated factor, RNA polymerase I, C, 110kDa","O","RNA polymerase I-specific TBP-associated"
-7.67724000436312,6.66609314962117,-5.16764265789631,1.75094895699808e-07,4.70731683657952e-06,"ENSG00000071894",-7.67724000436312,"down","CPSF1",9606,29894,"NULL","8","8q24.23","cleavage and polyadenylation specific factor 1, 160kDa","protein-coding","CPSF1","cleavage and polyadenylation specific factor 1, 160kDa","O","CPSF 160 kDa subunit|cleavage and polyad"
-7.67338775845452,5.70110025314211,-6.36973722144555,2.24457531246197e-10,1.60471590690667e-08,"ENSG00000197912",-7.67338775845452,"down","SPG7",9606,6687,"NULL","16","16q24.3","spastic paraplegia 7 (pure and complicated autosomal recessive)","protein-coding","SPG7","spastic paraplegia 7 (pure and complicated autosomal recessive)","O","cell adhesion regulator|cell matrix adhe"
-7.66958110164022,5.48288901707859,-5.62384208340851,1.59872513499565e-08,6.14010372159265e-07,"ENSG00000128159",-7.66958110164022,"down","TUBGCP6",9606,85378,"RP3-402G11.6","22","22q13.31-q13.33","tubulin, gamma complex associated protein 6","protein-coding","TUBGCP6","tubulin, gamma complex associated protein 6","O","gamma-tubulin complex component 6"
-7.66860866432368,5.42038843576833,-6.01730908368444,1.77718063041812e-09,9.4377067675846e-08,"ENSG00000104946",-7.66860866432368,"down","TBC1D17",9606,79735,"NULL","19","19q13.33","TBC1 domain family, member 17","protein-coding","TBC1D17","TBC1 domain family, member 17","O","TBC1 domain family member 17"
-7.66844640077815,5.30391589484031,-4.56115731084908,3.24678720354451e-06,5.42020251851749e-05,"ENSG00000136100",-7.66844640077815,"down","VPS36",9606,51028,"CGI-145","13","13q14.3","vacuolar protein sorting 36 homolog (S. cerevisiae)","protein-coding","VPS36","vacuolar protein sorting 36 homolog (S. cerevisiae)","O","ELL-associated protein of 45 kDa|ELL-ass"
-7.66713006836761,9.24907003598473,-4.67082099587868,1.95837206446856e-06,3.60253917404627e-05,"ENSG00000130402",-7.66713006836761,"down","ACTN4",9606,81,"NULL","19","19q13","actinin, alpha 4","protein-coding","ACTN4","actinin, alpha 4","O","F-actin cross-linking protein|actinin al"
-7.66625265469583,0.735226629241844,-4.18412987286214,1.71059674686406e-05,0.000218342193075245,"ENSG00000183569",-7.66625265469583,"down","SERHL2",9606,253190,"RP1-222E13.11-003","22","22q13","serine hydrolase-like 2","protein-coding","SERHL2","serine hydrolase-like 2","O","serine hydrolase-like protein 2"
-7.66519561598036,4.43619797815486,-4.97370027614605,4.60339319867096e-07,1.06364346521485e-05,"ENSG00000112406",-7.66519561598036,"down","HECA",9606,51696,"NULL","6","6q23-q24","headcase homolog (Drosophila)","protein-coding","HECA","headcase homolog (Drosophila)","O","headcase protein homolog"
-7.65931601076962,4.49508422816753,-3.95012554880438,4.52038614702912e-05,0.00049582085027061,"ENSG00000205476",-7.65931601076962,"down","CCDC85C",9606,317762,"hCG_2030155","14","14q32.31","coiled-coil domain containing 85C","protein-coding","CCDC85C","coiled-coil domain containing 85C","O","coiled-coil domain-containing protein 85"
-7.65108651241173,0.660739093988829,-4.45960989710088,5.13906147656377e-06,7.95474308053146e-05,"ENSG00000261408",-7.65108651241173,"down","TEN1-CDK3",9606,100529145,"NULL","17","17q","TEN1-CDK3 readthrough (NMD candidate)","miscRNA","TEN1-CDK3","TEN1-CDK3 readthrough (NMD candidate)","O","NULL"
-7.65097852995032,7.03203314856524,-4.45644409112431,5.21244465169044e-06,8.03631923628904e-05,"ENSG00000100241",-7.65097852995032,"down","SBF1",9606,6305,"C22:RP4-579N16.2","22","22q13.33","SET binding factor 1","protein-coding","SBF1","SET binding factor 1","O","DENN/MADD domain containing 7A|SET-bindi"
-7.65095734297558,4.25982272691709,-3.75546204643958,9.79903634812108e-05,0.000947558370583203,"ENSG00000225151",-7.65095734297558,"down","GOLGA2P7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-7.64882498836715,7.03663876105938,-4.62655369151201,2.40456908861888e-06,4.25648310069717e-05,"ENSG00000061676",-7.64882498836715,"down","NCKAP1",9606,10787,"NULL","2","2q32","NCK-associated protein 1","protein-coding","NCKAP1","NCK-associated protein 1","O","membrane-associated protein HEM-2|nck-as"
-7.64623775655065,6.12611335936535,-5.2200707425077,1.34123349216014e-07,3.80812928483621e-06,"ENSG00000108840",-7.64623775655065,"down","HDAC5",9606,10014,"NULL","17","17q21","histone deacetylase 5","protein-coding","HDAC5","histone deacetylase 5","O","antigen NY-CO-9"
-7.64467480852714,6.523434134883,-5.24540781322313,1.17817885143692e-07,3.43201105832229e-06,"ENSG00000029363",-7.64467480852714,"down","BCLAF1",9606,9774,"NULL","6","6q22-q23","BCL2-associated transcription factor 1","protein-coding","BCLAF1","BCL2-associated transcription factor 1","O","bcl-2-associated transcription factor 1"
-7.63585632712628,6.21350741175265,-7.24589982890342,8.78228736269246e-13,1.37370942147715e-10,"ENSG00000070770",-7.63585632712628,"down","CSNK2A2",9606,1459,"NULL","16","16q21","casein kinase 2, alpha prime polypeptide","protein-coding","CSNK2A2","casein kinase 2, alpha prime polypeptide","O","CK II alpha'|casein kinase II subunit al"
-7.63543722796143,-0.375628892561816,-4.07263342447255,2.73316952359563e-05,0.000324174504754042,"ENSG00000174514",-7.63543722796143,"down","MFSD4",9606,148808,"UNQ3064/PRO9894","1","1q32.1","major facilitator superfamily domain containing 4","protein-coding","MFSD4","major facilitator superfamily domain containing 4","O","major facilitator superfamily domain-con"
-7.63543354111108,7.17968412777324,-5.63652505382125,1.49225512540878e-08,5.78282470445572e-07,"ENSG00000132824",-7.63543354111108,"down","SERINC3",9606,10955,"RP1-179M20.2","20","20q13.12","serine incorporator 3","protein-coding","SERINC3","serine incorporator 3","O","placental transmembrane protein (mouse t"
-7.63359917070905,6.86848570294156,-5.91221185790465,3.23365098379525e-09,1.54264876600317e-07,"ENSG00000070413",-7.63359917070905,"down","DGCR2",9606,9993,"NULL","22","22q11.21","DiGeorge syndrome critical region gene 2","protein-coding","DGCR2","DiGeorge syndrome critical region gene 2","O","DiGeorge syndrome critical region protei"
-7.63313452940145,6.59309194849873,-7.78848496081152,2.15924836442747e-14,5.30743247976272e-12,"ENSG00000185591",-7.63313452940145,"down","SP1",9606,6667,"NULL","12","12q13.1","Sp1 transcription factor","protein-coding","SP1","Sp1 transcription factor","O","specificity protein 1|transcription fact"
-7.6327888765979,5.08595500462093,-4.18037997073638,1.73792449951168e-05,0.000221392366277872,"ENSG00000101911",-7.6327888765979,"down","PRPS2",9606,5634,"NULL","X","Xp22.2","phosphoribosyl pyrophosphate synthetase 2","protein-coding","PRPS2","phosphoribosyl pyrophosphate synthetase 2","O","PPRibP synthetase|PRS-II|phosphoribosyl "
-7.63159470569573,7.7280323236329,-7.1919895286501,1.25508724621457e-12,1.81980599649168e-10,"ENSG00000168066",-7.63159470569573,"down","SF1",9606,7536,"NULL","11","11q13","splicing factor 1","protein-coding","SF1","splicing factor 1","O","mammalian branch point-binding protein|t"
-7.62846772694716,7.30346268680598,-5.62105115226521,1.62312325421561e-08,6.21530980238143e-07,"ENSG00000058673",-7.62846772694716,"down","ZC3H11A",9606,9877,"NULL","1","1q32.1","zinc finger CCCH-type containing 11A","protein-coding","ZC3H11A","zinc finger CCCH-type containing 11A","O","zinc finger CCCH domain-containing prote"
-7.62451677025189,6.57193161365796,-4.20380373586367,1.57296365848214e-05,0.000203593876939647,"ENSG00000162413",-7.62451677025189,"down","KLHL21",9606,9903,"NULL","1","1p36.31","kelch-like family member 21","protein-coding","KLHL21","kelch-like family member 21","O","kelch-like 21|kelch-like protein 21"
-7.62426905421079,-6.74537859072651,-3.91922959345907,5.12098273987422e-05,0.000549000331064259,"ENSG00000279460",-7.62426905421079,"down","RP11-517M22.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-7.6212529774907,5.35191631188768,-4.95486314337516,5.04817820209073e-07,1.14589649268038e-05,"ENSG00000175634",-7.6212529774907,"down","RPS6KB2",9606,6199,"NULL","11","11q13.2","ribosomal protein S6 kinase, 70kDa, polypeptide 2","protein-coding","RPS6KB2","ribosomal protein S6 kinase, 70kDa, polypeptide 2","O","70 kDa ribosomal protein S6 kinase 2|P70"
-7.61454007967309,6.58965433602999,-4.88424386526945,7.11547545610976e-07,1.52527662829516e-05,"ENSG00000141985",-7.61454007967309,"down","SH3GL1",9606,6455,"NULL","19","19p13.3","SH3-domain GRB2-like 1","protein-coding","SH3GL1","SH3-domain GRB2-like 1","O","EEN fusion partner of MLL|SH3 domain pro"
-7.61427195892566,3.25758802135652,-5.36146621018862,6.46367627504536e-08,2.04437525714027e-06,"ENSG00000074855",-7.61427195892566,"down","ANO8",9606,57719,"NULL","19","19p13.11","anoctamin 8","protein-coding","ANO8","anoctamin 8","O","anoctamin-8|transmembrane protein 16H"
-7.61384118950034,5.49763777976055,-4.83841316868712,8.87146762573704e-07,1.83317620458485e-05,"ENSG00000100697",-7.61384118950034,"down","DICER1",9606,23405,"NULL","14","14q32.13","dicer 1, ribonuclease type III","protein-coding","DICER1","dicer 1, ribonuclease type III","O","Dicer1, Dcr-1 homolog|K12H4.8-LIKE|dicer"
-7.61229099736342,5.67972814308893,-5.59784702170147,1.84053411803405e-08,6.95495535173366e-07,"ENSG00000154767",-7.61229099736342,"down","XPC",9606,7508,"NULL","3","3p25","xeroderma pigmentosum, complementation group C","protein-coding","XPC","xeroderma pigmentosum, complementation group C","O","DNA repair protein complementing XP-C ce"
-7.61086154531049,4.4029850054693,-3.89538804048032,5.63568744202734e-05,0.0005941644493108,"ENSG00000164506",-7.61086154531049,"down","STXBP5",9606,134957,"RP11-361F15.4","6","6q24.3","syntaxin binding protein 5 (tomosyn)","protein-coding","STXBP5","syntaxin binding protein 5 (tomosyn)","O","lethal(2) giant larvae protein homolog 3"
-7.60881536457567,4.35313010920408,-4.43079283259526,5.84488195899962e-06,8.8371739003996e-05,"ENSG00000122644",-7.60881536457567,"down","ARL4A",9606,10124,"NULL","7","7p21.3","ADP-ribosylation factor-like 4A","protein-coding","ARL4A","ADP-ribosylation factor-like 4A","O","ADP-ribosylation factor-like 4|ADP-ribos"
